56,34
81,71
49,40
82,64
37,41
84,0
88,39
87,61
0,6
23,94
20,94
72,1
36,5
83,53
59,11
15,37
40,45
58,49
2,91
99,67
20,84
99,60
25,60
47,53
64,13
96,23
3,26
72,23
99,69
47,67
78,16
39,91
97,47
42,10
10,56
63,76
94,4
98,93
58,69
6,49
14,96
89,95
62,56
46,2
23,43
69,67
90,84
6,21
72,61
18,80
5,36
63,46
41,67
44,18
99,69
24,55
57,12
96,95
63,7
89,74
73,76
52,60
14,68
76,33
75,59
81,64
63,37
7,55
7,92
55,66
8,72
37,0
98,85
8,73
61,65
19,90
7,90
22,2
82,78
38,94
49,46
96,82
58,9
96,58
81,30
72,79
65,53
63,59
80,76
73,2
85,72
85,66
98,60
100,36
35,98
60,63
66,95
53,33
86,18
11,26
23,50
97,6
94,50
44,67
20,37
26,67
86,99
15,41
64,43
18,48
86,61
62,71
0,68
85,86
11,45
85,40
55,45
20,87
9,65
65,67
76,87
77,21
49,75
93,10
66,91
82,90
60,14
24,13
10,36
72,23
97,32
84,48
62,21
5,35
32,80
42,81
24,8
5,52
51,68
58,51
77,37
12,82
65,58
81,45
98,27
5,20
29,64
95,100
15,17
31,32
41,4
88,45
80,28
5,67
10,47
5,44
79,8
16,55
12,21
47,96
55,65
19,44
22,81
40,71
35,22
75,44
94,57
61,72
16,43
11,88
73,66
85,47
32,27
51,9
91,13
55,72
12,9
1,65
16,9
51,20
94,86
39,10
96,7
55,43
40,20
56,78
11,86
37,23
35,46
9,17
95,67
1,13
35,47
62,39
30,7
66,89
68,93
82,81
70,48
34,67
15,48
60,24
48,58
40,65
12,3
43,59
42,83
59,2
59,14
56,75
0,45
79,59
96,50
87,63
63,43
48,2
14,48
66,64
17,57
40,35
36,44
66,70
73,89
15,96
49,49
81,13
94,6
54,63
1,15
54,12
22,7
3,56
62,52
64,44
61,23
10,5
52,18
26,92
15,1
83,88
100,77
97,28
91,92
8,54
31,55
36,96
65,14
11,45
31,96
71,13
54,83
7,96
60,55
71,21
44,57
8,9
83,23
64,8
16,57
44,78
100,0
87,49
95,75
16,61
33,84
24,85
46,60
82,1
72,56
74,77
17,90
3,2
64,94
36,52
58,73
61,57
46,32
86,94
57,20
62,97
92,77
50,85
83,73
15,75
84,7
93,83
3,81
38,100
98,50
83,39
33,5
59,28
8,65
65,94
37,34
70,13
66,44
88,1
77,59
83,69
82,9
29,70
63,57
79,66
71,85
61,26
45,13
51,22
86,60
37,97
